STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,PAY_PERIOD,Pay period,PRICE_BASE,Price base,AGGREGATION_OPERATION,Aggregation operation,SEX,Sex,TIME_PERIOD,Time period,OBS_VALUE,Observation value,BASE_PER,Base period,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1983,,896.52,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1984,,1130.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,1334.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,1479.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,1629.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,1911.16,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,2270.28,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,2690.88,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,3042.12,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,3388.02,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1993,,3790.14,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1994,,4269.48,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1995,,4672.08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1996,,5036.28,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1997,,5442.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1998,,5737.92,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1999,,5941.8,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2000,,6191.76,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2001,,6397.98,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2002,,6738.84,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2003,,7084.08,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2004,,7447,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2005,,7860.72,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2006,,8346.36,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2007,,8794.44,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2008,,9340,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2009,,9875.28,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2010,,10049.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2011,,10130.28,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2012,,8484,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2013,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2014,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2015,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2016,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2017,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2018,,8205,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2019,,9025,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2020,,9100,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2021,,9099.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2022,,9748.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2023,,10685.49,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,GRC,Greece,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,2024,,11444.97,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1960,,1178.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1961,,1178.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1962,,1178.64,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1963,,1296.09,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1964,,1380.99,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1965,,1430.34,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1966,,1475.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1967,,1516.05,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1968,,1612.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1969,,1667.82,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1970,,1827.03,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1971,,2133.18,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1972,,2253.18,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1973,,2831.04,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1974,,3061.99,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1975,,3899.41,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1976,,4283.48,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1977,,4779.11,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1978,,5168.24,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1979,,5374.4,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1980,,5705.1,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1981,,6309.57,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1982,,6900.17,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1983,,7558.01,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1984,,7987.96,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1985,,8204.45,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1986,,8552.31,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1987,,8700.48,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1988,,8718.6,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1989,,9307.12,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1990,,9618.48,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1991,,10543.73,,,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_EARNINGS@MW_CURP(1.0),Minimum wages at current prices in national currency units (NCU),I,LUX,Luxembourg,SM_WG,Statutory minimum wages,EUR,Euro,A,Annual,V,Current prices,_Z,Not applicable,_Z,Not applicable,1992,,11066.69,,,,A,Normal value,0,Units,1,One
